1,10000000000000000000000000000000,00100000100111011110100011100111,00100000100111011110100011100111
0,10000000000000000000000000000000,11111111111111111111111111111111,00100000100111011110100011100111
1,10000000000000000000000000000100,10011011000110001110011111100110,10011011000110001110011111100110
0,10000000000000000000000000000100,11111111111111111111111111111111,10011011000110001110011111100110
1,10000000000000000000000000001000,11001110001110001101110100000111,11001110001110001101110100000111
0,10000000000000000000000000001000,11111111111111111111111111111111,11001110001110001101110100000111
1,10000000000000000000000000001100,11100111110101110111010100000110,11100111110101110111010100000110
0,10000000000000000000000000001100,11111111111111111111111111111111,11100111110101110111010100000110
1,10000000000000000000000000010000,00101010110001111001111111001100,00101010110001111001111111001100
0,10000000000000000000000000010000,11111111111111111111111111111111,00101010110001111001111111001100
1,10000000000000000000000000010100,10111100101011111100101010001110,10111100101011111100101010001110
0,10000000000000000000000000010100,11111111111111111111111111111111,10111100101011111100101010001110
1,10000000000000000000000000011000,11001110110010110100101100000100,11001110110010110100101100000100
0,10000000000000000000000000011000,11111111111111111111111111111111,11001110110010110100101100000100
1,10000000000000000000000000011100,11011011110010010011010100010100,11011011110010010011010100010100
0,10000000000000000000000000011100,11111111111111111111111111111111,11011011110010010011010100010100
1,10000000000000000000000000100000,10100010000001000100100100011001,10100010000001000100100100011001
0,10000000000000000000000000100000,11111111111111111111111111111111,10100010000001000100100100011001
1,10000000000000000000000000100100,00010101101110101000110011000001,00010101101110101000110011000001
0,10000000000000000000000000100100,11111111111111111111111111111111,00010101101110101000110011000001
1,10000000000000000000000000101000,10000101011011010011111010000001,10000101011011010011111010000001
0,10000000000000000000000000101000,11111111111111111111111111111111,10000101011011010011111010000001
1,10000000000000000000000000101100,00110001011101001100011100111000,00110001011101001100011100111000
0,10000000000000000000000000101100,11111111111111111111111111111111,00110001011101001100011100111000
1,10000000000000000000000000110000,11000010111010101110010100001100,11000010111010101110010100001100
0,10000000000000000000000000110000,11111111111111111111111111111111,11000010111010101110010100001100
1,10000000000000000000000000110100,10110100000111110000101111100011,10110100000111110000101111100011
0,10000000000000000000000000110100,11111111111111111111111111111111,10110100000111110000101111100011
1,10000000000000000000000000111000,00111111010100000000101011101000,00111111010100000000101011101000
0,10000000000000000000000000111000,11111111111111111111111111111111,00111111010100000000101011101000
1,10000000000000000000000000111100,11100110100000100101110001000110,11100110100000100101110001000110
0,10000000000000000000000000111100,11111111111111111111111111111111,11100110100000100101110001000110
1,10000000000000000000000001000000,00000000001010000010101011111001,00000000001010000010101011111001
0,10000000000000000000000001000000,11111111111111111111111111111111,00000000001010000010101011111001
1,10000000000000000000000001000100,10100011100100110101101110111110,10100011100100110101101110111110
0,10000000000000000000000001000100,11111111111111111111111111111111,10100011100100110101101110111110
1,10000000000000000000000001001000,10001011111111111011101011101100,10001011111111111011101011101100
0,10000000000000000000000001001000,11111111111111111111111111111111,10001011111111111011101011101100
1,10000000000000000000000001001100,11000011010010100001000000100101,11000011010010100001000000100101
0,10000000000000000000000001001100,11111111111111111111111111111111,11000011010010100001000000100101
1,10000000000000000000000001010000,10010010101010010010000000111100,10010010101010010010000000111100
0,10000000000000000000000001010000,11111111111111111111111111111111,10010010101010010010000000111100
1,10000000000000000000000001010100,00000101010011110101110110000001,00000101010011110101110110000001
0,10000000000000000000000001010100,11111111111111111111111111111111,00000101010011110101110110000001
1,10000000000000000000000001011000,01000011101101010000011000001110,01000011101101010000011000001110
0,10000000000000000000000001011000,11111111111111111111111111111111,01000011101101010000011000001110
1,10000000000000000000000001011100,10010101011001111100100000000011,10010101011001111100100000000011
0,10000000000000000000000001011100,11111111111111111111111111111111,10010101011001111100100000000011
1,10000000000000000000000001100000,00111010111111001000011011001001,00111010111111001000011011001001
0,10000000000000000000000001100000,11111111111111111111111111111111,00111010111111001000011011001001
1,10000000000000000000000001100100,00101011010111011011011000011111,00101011010111011011011000011111
0,10000000000000000000000001100100,11111111111111111111111111111111,00101011010111011011011000011111
1,10000000000000000000000001101000,01000100000111100010100101101010,01000100000111100010100101101010
0,10000000000000000000000001101000,11111111111111111111111111111111,01000100000111100010100101101010
1,10000000000000000000000001101100,00100100001001110101010101000000,00100100001001110101010101000000
0,10000000000000000000000001101100,11111111111111111111111111111111,00100100001001110101010101000000
1,10000000000000000000000001110000,01101000001001000110110011100110,01101000001001000110110011100110
0,10000000000000000000000001110000,11111111111111111111111111111111,01101000001001000110110011100110
1,10000000000000000000000001110100,10111111010111001001100111110101,10111111010111001001100111110101
0,10000000000000000000000001110100,11111111111111111111111111111111,10111111010111001001100111110101
1,10000000000000000000000001111000,01011011111000101010111000011110,01011011111000101010111000011110
0,10000000000000000000000001111000,11111111111111111111111111111111,01011011111000101010111000011110
1,10000000000000000000000001111100,11100101111111001010100101101110,11100101111111001010100101101110
